"basec_id","project_title","multi_or_monocentric","principal_investigator","investigational_sites","type","study_phase","study_category","lead_ec","local_ecs","final_decition_date"
2017-00480,"Auswirkungen der Kodierung der
Mangelernährung im SwissDRG-System",monocentric,"Prof. Dr. med. / Zeno /
Stanga","Universitätsspital,
Inselspital Bern, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,05.04.2017
2017-00482,"Follow-up of zirconia bars supporting
mandibular implant-overdentures after 1
to 5 years, studied by examining existing
medical records.",monocentric,Prof. Dr. Joannis Katsoulis,"Klinik für Rekonstruktive
Zahnmedizin und
Gerodontologie, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,09.11.2017
2017-00484,"EDOXABAN VERSUS STANDARD OF CARE
AND THEIR EFFECTS ON CLINICAL
OUTCOMES IN PATIENTS HAVING
UNDERGONE TRANSCATHETER AORTIC
VALVE IMPLANTATION - IN ATRIAL
FIBRILLATION
EDOXABAN (DU-176B-C-U4001)",multicentric,"Professor Dr. Thomas
Pilgrim","Universitätsklinik für
Kardiologie, Inselspital,
Bern
Universitätsspital Basel,
Klinik für Kardiologie,    CH
- 4031 Basel
Hopitaux Universitaires
Genève, Genève
Cardiocentro Ticino,
Lugano",clinical trial,phase 3,B,"Kantonale
Ethikkommission Bern","Ethikkommission
Nordwest- und
Zentralschweiz EKNZ
Commission
cantonale d'éthique
de la recherche CCER
Comitato etico
cantonale Ticino",10.08.2017
2017-00501,"Controlled attenuation parameter as
possible additional factor for risk
stratification of patients with advanced
chronic liver disease",monocentric,Prof. Annalisa Berzigotti,"UVCM Hepatology,
Inselspital, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,04.04.2017
2017-00506,"Determinants of end of life decisions in
non-malignant illness: An international,
multicentre, qualitative study to
understand the key perspectives of family
members and medical specialists",monocentric,"Sofia C. Zambrano Ramos,
PhD","University Center for
Palliative Care /
Inselspital, Bern","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,30.05.2017
2017-00524,"Clinical Study of the BreathID® MCS System
to train the algorithm for the 13C-
Methacetin Breath Test (MBT) in
assessment of Portal Hypertension in
Patients with Compensated Liver Cirrhosis",monocentric,Prof A. Berzigotti,"Inselspital, Berne",clinical trial,phase 2,C,"Kantonale
Ethikkommission Bern",,08.06.2017
2017-00526,"Surgical therapy in oligometastatic non-
small cell lung cancer in a multimodal
setting: a retrospective single center study",monocentric,"Prof. Dr. med. Dr. h.c.
Ralph A. Schmid","Inselspital,
Universistätsspital Bern,
Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,12.09.2017
2017-00533,"Value of panoramic radiograph, CBCT and
SPECT/CT  as imaging modality to plan the
treatment of osteomyelitis and
osteonecrosis of the jaw - A retrospective
single centre study",monocentric,"PD Dr.med. Dr.med.dent.
Benoît Schaller","Department of Cranio-
Maxillofacial Surgery,
Inselspital Bern University
Hospital, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,08.06.2017
2017-00536,"Schweizerische Familienstudie über den
Morbus Bechterew: exploring genetics and
improving disease classification",monocentric,Prof. Dr. Peter Villiger,"Inselspital, Dept.
Rheumatology , Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,14.08.2017
2017-00548,"A Phase 3, Randomized, Double-Blind,
Placebo-Controlled Study Evaluating the
Safety and Efficacy of Selonsertib in
Subjects with Compensated Cirrhosis due
to Nonalcoholic Steatohepatitis (NASH)",multicentric,Prof. Jean-François Dufour,"Inselspital , Berne
Fondazione Epatocentro
Ticino, Lugano",clinical trial,phase 3,C,"Kantonale
Ethikkommission Bern","Comitato etico
cantonale Ticino",26.06.2017
2017-00550,"A Phase 3, Randomized, Double-Blind,
Placebo-Controlled Study Evaluating the
Safety and Efficacy of Selonsertib in
Subjects with Nonalcoholic Steatohepatitis
(NASH) and Bridging (F3) Fibrosis",multicentric,"Prof. Dr. med. / Jean-
François / Dufour","Inselspital, Berne
Fondazione Epatocentro
Ticino, Lugano",clinical trial,phase 3,C,"Kantonale
Ethikkommission Bern","Comitato etico
cantonale Ticino",26.06.2017
2017-00551,"Local field potential recordings to optimise
deep brain stimulation in movement
disorders",monocentric,"PD Dr. Michael Schüpbach
/ Dr. Gerd Tinkhauser","University Hospital, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,15.06.2017
2017-00561,"Erfassung der direkten Stressantwort am
Arbeitsplatz im boden- und
luftgebundenen Rettungsdienst",monocentric,PD Dr.med. Lorenz Theiler,"Klinik für Anästhesiologie
und Schmerztherapie,
Inselspital , Bern","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,19.04.2017
2017-00562,"Primärdiagnostik vom
Plattenepithelkarzinom der Mundhöhle an
der Klinik für Oralchirurgie und
Stomatologie der Universität Bern.
Retrospektive Studie der Jahre 2005 - 2015.",monocentric,"Dr. med. dent.  Valérie
Suter","Klinik für Oralchirurgie
und Stomatolgie,
Universität Bern, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,19.10.2017
2017-00568,"Beta-hydroxybutyrate (3-HB) in multiple
acyl-CoA dehydrogenase deficiency
(MADD): an international retrospective
cohort study",monocentric,Dr. Matthias Gautschi,"Inselspital, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,10.04.2017
2017-00570,"CPDR001G2101: A phase Ib study of
PDR001 in combination with sorafenib in
patients with advanced hepatocellular
carcinoma (HCC).",monocentric,Prof. Jean-Francois Dufour,"Insel AG, Bern",clinical trial,phase 1,C,"Kantonale
Ethikkommission Bern",,17.08.2017
2017-00573,"Assessment of bacterial translocation on
the incidence of surgical site infection in
abdominal surgery:  Prospective cohort
study.",monocentric,Prof.Dr./Guido/Beldi,"Inselspital, Bern","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,10.05.2017
2017-00584,"SAKK 08/15
PROMET - Multicenter, Randomized Phase
II Trial of Salvage Radiotherapy +/-
Metformin for Patients with Prostate
Cancer after Prostatectomy",multicentric,"Prof. Dr. med. Daniel
Aebersold","Inselspital in collaboration
with the following
institutions: Radio-
Onkologiezentrum Biel-
Seeland-Berner Jura AG
(ROZ), Radio-Onkologie
Berner Oberland (ROBO)
and Radio-Onkologie
Solothurn (ROSOL), Bern,
Biel, Thun, Solothurn
Universitätsspital Basel,
Basel
HUG - Hôpitaux
universitaires de Genève,
Genève
Kantonsspital St. Gallen,
St. Gallen
Spital Thurgau,
Münsterlingen und
Frauenfeld
EOC-Istituto Oncologico
della Svizzera Italiana,
Bellinzona
Kantonsspital
Graubünden, Chur
Klinik Hirslanden, Institut
für Radiotherapie, Zürich
Kantonsspital Winterthur,",clinical trial,phase 2,B,"Kantonale
Ethikkommission Bern","Ethikkommission
Nordwest- und
Zentralschweiz EKNZ
Ethikkommission
Ostschweiz EKOS
Kantonale
Ethikkommission
Zürich
Commission
cantonale d'éthique
de la recherche CCER
Comitato etico
cantonale Ticino",08.09.2017
2017-00588,"Early versus Late initiation of direct oral
Anticoagulants in post-ischaemic stroke
patients with atrial fibrillatioN (ELAN): an
international, multicentre, randomised-
controlled, two-arm, assessor-blinded trial",multicentric,Prof. Dr. med. Urs Fischer,"IWnsinetlsepritthaul,r Bern
Kantonsspital Luzern,
Luzern
Kantonsspital Aarau, Aarau
Universitätsspital Basel,
Basel
Universitätsspital Genf,
Genf
Kantonsspital St. Gallen,
St.Gallen
EOC Lugano, Lugano
Hôpital de Nyon , Nyon
Hôpital du Valais, Sion
Kantonsspital Fribourg,
Fribourg
Centre hospitalier
universitaire vaudois
(CHUV), Lausanne
Kantonsspital
Graubünden, Chur
UniversitätsSpital Zürich,
Zürich",clinical trial,n/a,A,"Kantonale
Ethikkommission Bern","Ethikkommission
Nordwest- und
Zentralschweiz EKNZ
Ethikkommission
Ostschweiz EKOS
Kantonale
Ethikkommission
Zürich
Commission
cantonale d'éthique
de la recherche sur
l'être humain Vaud
(CER-VD)
Commission
cantonale d'éthique
de la recherche CCER
Comitato",05.10.2017
2017-00590,"Impact of anhedonia on group cognitive-
behavioral therapy outcomes in patients
with insomnia",monocentric,Dr. med. Wolfgang Schmitt,"University Psychiatric
Depertment, Inselspital,
Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,14.06.2017
2017-00593,"Comparison of specific IgGs and precipitins
for diagnosis of hypersensitivity
pneumonitis",monocentric,"Dr. Manuela Funke-
Chambour","University for
Pulmonology, Inselspital,
Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,14.08.2017
2017-00598,"A PHASE 3, RANDOMIZED, DOUBLE-BLIND,
PLACEBO-CONTROLLED, MULTICENTER
STUDY TO INVESTIGATE THE EFFICACY AND
SAFETY OF MONGERSEN (GED-0301) FOR
THE TREATMENT OF ADULT AND
ADOLESCENT SUBJECTS WITH ACTIVE
CROHN'S DISEASE",multicentric,"Prof. Dr. med. Frank
Seibold","Gastroenterollogische
Praxis Balsiger, Seibold &
Partner, Bern
Inselspital
Universitätsklinik Bern,
Klinik für Viszerale
Chirurgie und Medizin,
Bern
Universitätsspital Basel,
Gastroenterologie und
Hepatologie, Basel
Hôpitaux universitaires de
Genève, Genève
Kantonsspital St. Galen,
Departement of
Gastroenterology and
Hepatology, St. Galen
Universitätsspital Zürich,
Zürich",clinical trial,phase 3,C,"Kantonale
Ethikkommission Bern","Ethikkommission
Nordwest- und
Zentralschweiz EKNZ
Ethikkommission
Ostschweiz EKOS
Kantonale
Ethikkommission
Zürich
Commission
cantonale d'éthique
de la recherche CCER",21.08.2017
2017-00610,"P-wave parameters to differentiate
between hypertrophic cardiomyopathy and
other forms of left ventricular hypertrophy:
A single centre observational study",monocentric,Dr. med. Helge Servatius,"Kardiologie, Inselspital,
Universitätsspital Kanton
Bern, 3008 Bern","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,24.05.2017
2017-00622,"Palmar Arch Insufficiency as a Risk Factor
for Radial Artery Occlusion after
Transradial Catheterization – a Single-
Centre Observational Study",monocentric,Prof Christian Seiler,"Cardiology, Bern
Universitay Hospital, Bern","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,30.08.2017
2017-00638,"EvaluatiOn of Uterine Patency following
Sonography-guided TranscErvical AblatioN
of Fibroids",monocentric,"Prof. Dr. med. Michael
Mueller","Inselspital Bern, Bern",clinical trial,,A,"Kantonale
Ethikkommission Bern",,28.06.2017
2017-00642,"Audiological benefit with non-implantable
bone conduction hearing systems",monocentric,"Prof. Dr. Dr. Martin
Kompis","Department of ORL, Head
and Neck Surgery,
Inselspital, Bern",clinical trial,,A,"Kantonale
Ethikkommission Bern",,20.06.2017
2017-00647,"Hypertonic Saline for Fluid Resuscitation
After Cardiac Surgery (HERACLES)",monocentric,"Dr.med. Carmen A.
Pfortmueller","Department of Intensive
Care, Inselspital Bern,,
Bern, Switzerland",clinical trial,phase 4,A,"Kantonale
Ethikkommission Bern",,25.07.2017
2017-00669,"Treating depression with botulinum toxin:
Efficacy, effectiveness, and mechanisms of
antidepressant action",monocentric,"Prof. Dr. med. Gregor
Hasler","University Hospital of
Psychiatry and
Psychotherapy, Bern",clinical trial,phase 3,B,"Kantonale
Ethikkommission Bern",,08.09.2017
2017-00675,"International, multicentre Naturalistic
Cohort study of Attention
Deficit/Hyperactivity Disorders (ADHD) and
Substance Use Disorders (SUD): clinical
characteristics, treatment and outcome at
1-, 3- and 9-months follow-up",multicentric,Prof. Dr. Franz Moggi,"University Hospital of
Psychiatry, Bern
University Hospital of
Psychiatry Bern, Bern
Psychiatriezentrum
Münsingen, Münsingen
Berner Gesundheit, Bern
Kompetenzzentrum für
Mensch und Sucht
Südhang, Kirchlindach BE
Contact Suchtbehandlung,
Bern
arud Zürich, Zürich
Psychiatrische
Universitätsklinik Zürich,
Zürich
Forel Klinik - Klinik für
Alkohol- und
Medikamentenabhängigke
it, Ellikon a.d. Thur","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern","Kantonale
Ethikkommission
Zürich",12.07.2017
2017-00697,"Evaluation of Neuroimaging Protocols for
Epilepsy Patients in Clinical Practice: an
observational study
Auswertung von Neuroimaging-Protokollen
für Epilepsie-Patienten in der klinischen
Praxis: eine Beobachtungsstudie",monocentric,Prof. Dr. Roland Wiest,"Inselspital,
Universitätsspital Bern,
Bern","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,03.07.2017
2017-00699,"Exploration of Biomarkers for Diagnosis,
Disease Progression and Therapy Response
in ICUS, MDS and AML Patients based on
Genomic, Transcriptomic and Proteomic
Profiling",monocentric,Dr. med. Nicolas Bonadies,"UKH-HZL, Inselspital, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,10.07.2017
2017-00710,"Ultrasonographic Evaluation of Peripheral
Nerves after traumatic Injury and Nerve
repair (median, ulnar or radial nerves)",monocentric,"Dr. med. Bettina Juon
Personeni","Plastische- und
Handchirurgie, Inselspital,
Bern","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,20.06.2017
2017-00722,"Predicting Cardiac Events in Patients with
Implantable Cardiac Defibrillator for
Primary Prevention of Sudden Cardiac
Death: Assessment of Myocardial Wall
Thinning by Contrast-Enhance Computed
Tomography",monocentric,Dr. med. Anna Lam,"Inselspital, Bern","non clinical, involving
persons",,B,"Kantonale
Ethikkommission Bern",,27.07.2017
2017-00731,"MRI-based single centre observational
study investigating neuroplasticity from
depression to remission",monocentric,"PD Dr. med. Sebastian
Walther","University Hospital of
Psychiatry and
Psychotherapy, Bern","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,20.06.2017
2017-00734,"Investigating the role of Ribonuclease
inhibitor (RNH1) and inflammasomes in
Myeloid neoplasmas and ribosomopathies",monocentric,Prof.Ramanjaneyulu Allam,"University of Bern, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,25.07.2017
2017-00740,"A Phase 2, Multicenter, Randomized,
Parallel-Arm, Placebo-
Controlled Study of LY3074828 in Subjects
with Active Crohn’s Disease (SERENITY)",multicentric,Prof. Dr. Frank Seibold,"Gastroenterologische
Praxis Balsinger,
Seibold&Partner, Bern
UniversitätsSpital Zürich,
Zürich",clinical trial,phase 2,C,"Kantonale
Ethikkommission Bern","Kantonale
Ethikkommission
Zürich",14.08.2017
2017-00743,"Epistaxis in Hereditary Haemorrhagic
Telangiectasia – A retrospective study on
current treatment options",monocentric,Prof. Dr. M.D. Caversaccio,"ENT departement,
Inselspital, Bern","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,27.10.2017
2017-00764,"Double blind, randomised, vehicle
controlled, phase III, efficacy and safety
study with 24-month open label follow up
of Oleogel-S10 in patients with inherited
Epidermolysis bullosa",monocentric,Dr. / Carolina / Gouveia,"Inselspital, Bern
University Hospital, Bern",clinical trial,phase 3,C,"Kantonale
Ethikkommission Bern",,06.12.2017
2017-00778,"Treatment of metacarpal fractures by
means of a photodynamic polymer
(IlluminOssTM)",monocentric,Carsten Surke,"Klinik für Plastische- und
Handchirurgie,
Universitätsspital, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,27.06.2017
2017-00785,"Euromacs - European Registry for Patients
with Mechanical Circulatory Support",monocentric,Prof. Paul Mohacsi,"Cardiology, Inselspital
Bern, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,25.07.2017
2017-00790,"Assessment der in der Klinik verwendeten
Diagnostik und Gruppentherapie bei
PatientInnen mit Asperger-Syndrom im
Erwachsenenalter in der Schweiz",monocentric,"Prof. Dr. med. Thomas
Müller","Zentrum für
Translationale Foschung
der Universtitätsklinik für
Psychiatrie und
Psychotherapie Bern, Bern","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,29.08.2017
2017-00792,"Long-term outcome and quality of
oncologic resection in patients undergoing
emergency surgery for colorectal cancer.",monocentric,"PD Dr. med. Beat
Schnüriger","Inselspital, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,29.08.2017
2017-00804,"Polizeibeamte als Gewaltopfer im
Universitären Notfallzentrum Inselspital
Bern in den Jahren 2011- 2016.",monocentric,"Prof. Aristomenis
Exadaktylos","UNZ Inselspital, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,31.05.2017
2017-00820,"Spine Biomechanics during Functional
Activities in Patients with Chronic Low Back
Pain: A Pilot Feasibility Study",monocentric,Dr. Stefan Schmid,"Berner Fachhochschule,
Bern","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,20.06.2017
2017-00830,"Untersuchung prädiktiver und
prognostischer Biomarker in neoadjuvant
vorbehandelten Lungenkarzinomen im
Vergleich mit einer Kontrollgruppe primär
resezierter Lungentumore",monocentric,PD Dr/Sabina/Berezowska,"Institut für Pathologie,
Universität Bern, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,27.06.2017
2017-00854,"Follow-Up in Head and Neck Squamous
Cell Carcinoma – Pilot Study to Evaluate
the Feasibility of a Randomized Prospective
Study",monocentric,Dr.med. Simon Müller,"Inselspital,
Universitätklinik für Hals-,
Nasen- und
Ohrenkrankheiten, Kopf-
und Halschirurgie, Bern","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,06.06.2017
2017-00858,"Transition cAre inteRvention tarGeted to
high-risk patiEnts To Reduce rEADmission
(TARGET-READ): A preliminary
observational cohort study",multicentric,Prof. Jacques Donzé,"Bern University Hospital,
Bern
Centre Médical Bienne,
Bienne
Kantonsspital Baselland,
Liestal
Hôpital cantonal Fribourg,
Fribourg
Hôpital neuchâtelois
(HNE), Neuchâtel","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern","Ethikkommission
Nordwest- und
Zentralschweiz EKNZ
Commission
cantonale d'éthique
de la recherche sur
l'être humain Vaud
(CER-VD)",10.07.2017
2017-00860,"Safety and Performance of Journey II BCS
Total Knee System. A Retrospective,
Multicenter Study",monocentric,Dr. Bernhard Christen,"CHRISTENORTHO AG, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,10.08.2017
2017-00861,"Retrospektive Evaluation der bildgebenden
Abklärung von Patienten mit spontaner
intrakranieller Hypotension (SIH).
Analyse der bildmorphologischen Kriterien
einer SIH bezüglich diagnostischer
Genauigkeit bei einem gesicherten
Kollektiv im Vergleich zu einer nicht
betroffenen Kontrollgruppe sowie
Evaluation der diagnostischen
Zuverlässigkeit verschiedener
Bildgebungen zur Liquorleck-Diagnostik.",monocentric,"Dr. med. Eike Immo
Piechowiak","Neuroradiologie
Inselspital, Bern","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,27.06.2017
2017-00865,"EORTC-STBSG Retrospective evaluation of
neoadjuvant/adjuvant treatment in
angiosarcoma (EORTC research project
1647)",monocentric,Kollar Attila,"Inselspital , Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,06.06.2017
2017-00873,Swiss Cerebral Palsy Registry,monocentric,"Prof. Dr. med. Claudia
Kuehni","Institute of Social and
Preventive Medicine, Bern","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,26.07.2017
2017-00882,"Population-Based Normative Database for
HR-pQCT-Based Distal Radius and Tibia
Strength Assessment in Switzerland",monocentric,"Prof. Dr. med. Kurt
Lippuner","Universitätspoliklinik für
Osteoporose, Bern","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,06.06.2017
2017-00892,"Stellenwert elektrophysiologischer
Untersuchungen sowie der Aktigraphie zur
Quantifizierung der Fatigue und der
Alltagsfunktion bei Patienten mit Multipler
Sklerose",monocentric,Dr. med. Robert Hoepner,"Inselspital, Bern","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,10.07.2017
2017-00907,"Mucous membrane pemphigoid with
features of oral lichen planus (OLP) - a case
series description",monocentric,"Dr. med. et phil. Laurence
Feldmeyer","Departement of
Dermatology, Inselspital
Bern, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,03.08.2017
2017-00914,"Telomere Lengths In Pediatric Acute
Leukemia – A Pilot Study",monocentric,Dr. med. Axel Karow,"University Hospital Bern,
Inselspital, Bern,
Switzerland","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,10.07.2017
2017-00919,"Accurate measurement of new, direct
anticoagulant drug levels: development of
a simple anti-Xa activity assay to be
implemented in diverse settings",monocentric,Dr. med. Michael Nagler,"University Hospital Bern,
Departement of
Hematology, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,28.06.2017
2017-00920,"Epidemiology of bacteremia at a tertiary
Intensive Care Unit in Switzerland:
A retrospective study analysis",monocentric,"PD Dr. med Dr. phil. Yok-
Ai QUE","Inselspital, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,02.08.2017
2017-00923,"Characterization of the microbial consortia
in bariatric patients before and after
surgical intervention and in dependency on
presence of bacterial overgrowth in the
small intestine",monocentric,Dr. med. Dino Kröll,"Inselspital, Bern","non clinical, involving
persons",,B,"Kantonale
Ethikkommission Bern",,30.08.2017
2017-00947,"Akzidentelle Hypothermie am
Universitären Notfallzentrums des
Inselspitals Bern – retrospektive
Beobachtungsstudien unter Verwendung
der Daten des Internationalen
Hypothermie-Registers",monocentric,"Dr.med. et MME Monika
Brodmann Maeder,
Leitende Ärztin","Universitäres
Notfallzentrum, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,27.07.2017
2017-00952,"Surgical and conservative treatment in
patients with endometriosis: a
retrospective analysis.",monocentric,"Prof. Dr. med. Michel D
Mueller","Frauenklinik Inselspital,
Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,13.06.2017
2017-00957,"Association between Imaging biomarkers
of Body composition and prognosis in
patients with advanced chronic liver
disease and in patients with hepatocellular
carcinoma (HCC). Retrospective study with
further use of health-related personal data)",monocentric,"Prof. Dr. med. Annalisa
Berzigotti","UVCM Hepatologie, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,29.08.2017
2017-00970,"Ammonia and metabolite uptake of VS-01
from ascites in vitro.
(The METEOR study: aMmonia and
mEtabolite upTakE Of VS-01 from ascites
vitRo)",monocentric,"Prof. Dr. med. Andrea De
Gottardi","Inselspital, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,19.12.2017
2017-00974,"SolitaireTM With the Intention For
Thrombectomy Plus Intravenous t-PA
Versus DIRECT SolitaireTM Stent-retriever
Thrombectomy in Acute Anterior
Circulation Stroke (SWIFT DIRECT)",multicentric,Prof. Dr. med. Urs Fischer,"Inselspital Bern, Bern
Kantonsspital Aarau, 5001
Aarau
CHUV, Lausanne",clinical trial,,A,"Kantonale
Ethikkommission Bern","Ethikkommission
Nordwest- und
Zentralschweiz EKNZ
Commission
cantonale d'éthique
de la recherche sur
l'être humain Vaud
(CER-VD)",30.08.2017
2017-00977,"Cannabis use among inflammatory bowel
disease patients in Switzerland: an
observational study of the Swiss IBD cohort",monocentric,"PD Dr. med. Pascal
Juillerat, MSc","University of Bern, Bern","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,21.12.2017
2017-00979,"Evaluation of mesh related infection after
intraperitoneal mesh implantation in the
contaminated abdomen",monocentric,Prof. Dr. med. Guido Beldi,"Inselspital, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,21.06.2017
2017-00989,"Recurrence rate after surgical resection of
symptomatic Morbus Ledderhose",monocentric,PD Dr. med. Fabian Krause,"Inselspital Bern, Bern","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,21.12.2017
2017-00997,"The Role of the Temporo-parietal Junction
in Functional Neurological Disorders.
A Study with Transcranial Magnetic
Stimulation and Mindfulness Therapy",monocentric,Dr. Selma Aybek,"Department of Neurology,
University Hospital
Inselspital, Bern",clinical trial,,A,"Kantonale
Ethikkommission Bern",,29.08.2017
2017-01037,"Method development and validation to
measure immunoglobulin levels in induced
sputum",monocentric,Dr Cedric Vonarburg,"CSL Behring AG, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,03.08.2017
2017-01038,"Therapeutic efficacy of stereotactic image-
guided microwave ablation of liver tumors",monocentric,Dr. med. Pascale Tinguely,"Klinik für Viszerale
Chirurgie und Medizin,
Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,27.06.2017
2017-01041,"Prospective, randomized multi-center
study comparing function, pain and return
to work in conservative versus surgical
treated stable lateral malleolar fractures",multicentric,PD Dr. Fabian Krause,"Orthopädie Inselspital
Bern, Bern
Tiefenauspital , Bern
Kantonsspital Luzern,
Luzern",clinical trial,,A,"Kantonale
Ethikkommission Bern","Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",21.12.2017
2017-01045,"LONG-TERM RESULTS OF
CORACOCLAVICULAR SCREW FIXATION OF
NEER TYPE II DISTAL CLAVICLE FRACTURES",monocentric,"Prof. Dr. med. M.
Zumstein","Orthopädie, Inselspital,
Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,01.11.2017
2017-01046,"Vocabulary acquisition during sleep: full
fMRI study",monocentric,Prof. Dr. Katharina Henke,"University of Bern, Bern","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,27.06.2017
2017-01051,"Tauchunfälle beim Süßwasser- und
Bergseetauchen - Einweisungen nach
Tauchunfall in Universitäres
Notfallzentrum  (UNZ) Inselspital Bern. Eine
retrospektive Studie einer präalpinen Level-
1+-Notaufnahme.",monocentric,"Prof. Aristomenis
Exadaktylos","UNZ Inselspital Bern,
Berne","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,08.09.2017
2017-01057,"Pediatric Sedation and Analgesia outside
the operating room: Combining Intranasal
Fentanyl and Inhaled Nitrous Oxide",monocentric,Dr. med. Julia Höffe,"Notfallzentrum für Kinder
und Jugendliche,
Inselspital, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,16.08.2017
2017-01069,"Management of pemphigus in a Swiss
tertiary referral center: retrospective
analysis of the clinical outcomes, remission
and relapse rates using  standard
immunosuppressive regimens and
adjuvants",monocentric,Professor Luca Borradori,"Universitätsklinik für
Dermatologie, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,08.09.2017
2017-01073,"Towards precise and rapid diagnosis of
heparin-induced thrombocytopenia: a
prospective, multicentre cohort study
(“TORADI-HIT”)",monocentric,Michael Nagler,"Inselspital University
Hospital, Bern","personal
data/biological material",,,"Kantonale
Ethikkommission Bern",,12.09.2017
2017-01081,"Comparison of visual Acuity guided Versus
optical coherence tomography (OCT)
guided treat and extend regimen using
ranibizumab for diabetic macular edema
(AVOCT Study)",monocentric,PD Dr. Dr. Marion Munk,"Departrment of
Ophthalmology,
Inselspital, Universitry
clinic Bern, Bern",clinical trial,,A,"Kantonale
Ethikkommission Bern",,12.09.2017
2017-01101,"A Prospective Multicenter International 24-
hour Prevalence Study",multicentric,Prof. Dr. Joerg C. Schefold,"Universitätsklinik für
Intensivmedizin, Bern
Service de Soins Intensifs
Adultes, Geneve
Service des soins intensifs,
HFR Fribourg, Fribourg
Service des Soins intensifs
Adultes, CHUV, Lausanne
Hôpital Neuchâtelois,
Neuchatel","personal
data/biological material",,,"Kantonale
Ethikkommission Bern","Commission
cantonale d'éthique
de la recherche sur
l'être humain Vaud
(CER-VD)
Commission
cantonale d'éthique
de la recherche CCER",11.07.2017
2017-01103,"Evaluation der Alkoholkonsummarker
Phosphatidylethanol und N-Acetyltaurin in
der Alkoholentzugs- und
Entwöhnungstherapie",multicentric,"Professor Wolfgang
Weinmann","IRM Bern, Bern
PZM Münsingen,
Münsingen","non clinical, involving
persons",,A,"Kantonale
Ethikkommission Bern",,14.08.2017
